recovered,total_hospitalized,deaths,date,hospitalized_today,active,district,isolation,observation,confirmed
3786,803,3,2020-8-31,57,889,Palakkad,11134,11937,4679
7998,1705,38,2020-10-2,150,4972,Palakkad,11824,13529,13009
,196,,2020-6-7,48,159,Palakkad,18193,18389,
19553,1183,57,2020-11-2,141,7453,Palakkad,15399,16582,27064
,186,,2020-7-7,23,176,Palakkad,12078,12264,
,416,,2020-7-26,45,369,Palakkad,10316,10732,
,214,,2020-6-26,37,237,Palakkad,9521,9735,
,211,,2020-6-11,11,178,Palakkad,20292,20503,
,282,,2020-7-11,49,285,Palakkad,12546,12828,
50353,542,166,2021-1-30,42,4206,Palakkad,9013,9555,54733
28252,1149,73,2020-11-19,123,5411,Palakkad,15543,16692,33739
14011,1335,46,2020-10-19,166,7229,Palakkad,16871,18206,21287
34289,1095,82,2020-12-3,109,5109,Palakkad,14893,15988,39484
,0,,2020-3-1,0,0,Palakkad,2,2,
,26,,2020-3-20,0,0,Palakkad,3838,3864,
,27,,2020-3-17,9,0,Palakkad,205,232,
14894,1274,48,2020-10-22,121,7629,Palakkad,16578,17852,22572
29765,1168,76,2020-11-22,138,5414,Palakkad,14994,16162,35258
37184,939,95,2020-12-11,59,4728,Palakkad,13209,14148,42013
,123,,2020-5-27,42,89,Palakkad,11387,11510,
,56,,2020-4-27,12,7,Palakkad,3352,3408,
,48,,2020-3-31,10,5,Palakkad,20171,20219,
,30,,2020-4-10,4,7,Palakkad,16795,16825,
,32,,2020-5-10,10,0,Palakkad,5137,5169,
,32,,2020-4-6,10,7,Palakkad,18395,18427,
,44,,2020-5-6,11,1,Palakkad,1932,1976,
46500,438,155,2021-1-16,39,4939,Palakkad,9068,9506,51602
47427,453,156,2021-1-21,42,5059,Palakkad,8736,9189,52650
5667,1746,22,2020-9-20,282,2296,Palakkad,7199,8945,7986
2596,805,3,2020-8-20,57,893,Palakkad,13279,14084,3494
,868,,2020-8-17,51,930,Palakkad,12825,13693,
5274,1457,18,2020-9-17,211,1787,Palakkad,7244,8701,7080
10459,1789,40,2020-10-10,187,6586,Palakkad,16845,18634,17086
23462,1181,62,2020-11-10,122,6596,Palakkad,15103,16284,30122
40644,761,119,2020-12-23,86,5209,Palakkad,10568,11329,45979
,432,,2020-8-1,50,415,Palakkad,10063,10495,
3939,717,3,2020-9-1,68,778,Palakkad,10905,11622,4721
53048,521,172,2021-2-9,57,3504,Palakkad,10218,10739,56733
48014,492,166,2021-1-24,69,5188,Palakkad,8910,9402,53376
46149,461,154,2021-1-13,53,4735,Palakkad,9020,9481,51045
44317,522,136,2021-1-5,66,4620,Palakkad,8613,9135,49080
,155,,2020-6-19,21,122,Palakkad,8845,9000,
,361,,2020-7-19,120,339,Palakkad,11349,11710,
,47,,2020-4-3,4,6,Palakkad,19563,19610,
16653,1191,50,2020-10-27,100,7843,Palakkad,15967,17158,24547
31829,1194,82,2020-11-27,123,5317,Palakkad,14703,15897,37232
,47,,2020-5-3,10,1,Palakkad,2989,3036,
38141,904,104,2020-12-14,93,4695,Palakkad,12459,13363,42946
,40,,2020-4-15,14,2,Palakkad,13088,13128,
,33,,2020-5-15,7,7,Palakkad,6022,6055,
,48,,2020-5-22,6,26,Palakkad,9406,9454,
,35,,2020-4-22,11,6,Palakkad,3804,3839,
12724,1477,40,2020-10-15,114,6573,Palakkad,16509,17986,19338
25429,1132,71,2020-11-15,117,6799,Palakkad,14537,15669,32301
41413,720,120,2020-12-26,41,5211,Palakkad,10375,11095,46751
,439,,2020-8-4,58,405,Palakkad,10508,10947,
4198,559,4,2020-9-4,61,648,Palakkad,9921,10480,4851
,37,,2020-3-28,15,4,Palakkad,16091,16128,
,706,,2020-8-12,156,729,Palakkad,10975,11681,
4764,1127,7,2020-9-12,175,1303,Palakkad,7656,8783,6075
,14,,2020-3-9,12,0,Palakkad,22,36,
6560,1893,26,2020-9-25,279,2858,Palakkad,6274,8167,9445
3319,558,3,2020-8-25,100,728,Palakkad,13334,13892,4051
,31,,2020-4-18,9,2,Palakkad,10386,10417,
,58,,2020-5-18,19,13,Palakkad,7711,7769,
9341,1598,39,2020-10-7,173,6071,Palakkad,15744,17342,15452
22448,1171,59,2020-11-7,107,6741,Palakkad,14754,15925,29249
,208,,2020-6-14,27,154,Palakkad,22060,22268,
,307,,2020-7-14,27,299,Palakkad,11684,11991,
,400,,2020-7-23,40,331,Palakkad,10562,10962,
,192,,2020-6-23,26,181,Palakkad,9613,9805,
,178,,2020-6-2,10,143,Palakkad,14663,14841,
,287,,2020-7-2,30,249,Palakkad,11168,11455,
49488,535,166,2021-1-29,63,4815,Palakkad,8815,9350,54477
44887,494,145,2021-1-8,53,4802,Palakkad,8721,9215,49841
51948,449,172,2021-2-4,58,3703,Palakkad,9296,9745,55832
53539,494,172,2021-2-12,41,3580,Palakkad,10663,11157,57300
,591,,2020-8-9,63,605,Palakkad,11216,11807,
,30,,2020-3-12,8,0,Palakkad,89,119,
4646,723,4,2020-9-9,156,937,Palakkad,9107,9830,5588
,36,,2020-3-25,8,3,Palakkad,5384,5420,
,0,,2020-3-4,2,0,Palakkad,11,11,
7189,1834,28,2020-9-28,209,3640,Palakkad,7873,9707,10858
3534,728,3,2020-8-28,156,921,Palakkad,12295,13023,4459
35535,1037,83,2020-12-6,118,5049,Palakkad,13619,14656,40671
5392,1523,19,2020-9-18,224,1936,Palakkad,7138,8661,7348
,1,,2020-3-3,2,0,Palakkad,7,8,
,888,,2020-8-18,112,889,Palakkad,12880,13768,
,28,,2020-3-15,9,0,Palakkad,151,179,
,25,,2020-3-22,9,0,Palakkad,5084,5109,
35138,1036,83,2020-12-5,121,5105,Palakkad,14159,15195,40330
18700,1219,54,2020-10-31,166,7588,Palakkad,15004,16223,26343
47105,440,156,2021-1-19,45,4903,Palakkad,9018,9458,52172
54200,526,173,2021-2-15,116,3323,Palakkad,10681,11207,57705
51659,526,171,2021-2-3,53,3776,Palakkad,9269,9795,55615
8401,1815,39,2020-10-4,288,5560,Palakkad,13382,15197,14001
21511,1191,57,2020-11-4,126,6379,Palakkad,14411,15602,27948
,60,,2020-4-28,14,7,Palakkad,3318,3378,
,131,,2020-5-28,17,105,Palakkad,12054,12185,
,38,,2020-5-9,7,1,Palakkad,4650,4688,
,37,,2020-4-9,12,7,Palakkad,17473,17510,
42753,600,127,2020-12-30,62,4890,Palakkad,9446,10046,47777
,187,,2020-7-5,26,196,Palakkad,11793,11980,
,174,,2020-6-5,3,180,Palakkad,16945,17119,
,330,,2020-7-13,61,322,Palakkad,11960,12290,
,208,,2020-6-13,2,176,Palakkad,21482,21690,
,215,,2020-6-24,29,196,Palakkad,9791,10006,
,384,,2020-7-24,93,324,Palakkad,10503,10887,
41116,757,120,2020-12-25,81,5352,Palakkad,10691,11448,46595
13046,1409,40,2020-10-16,173,6899,Palakkad,16871,18280,19986
26402,1103,72,2020-11-16,129,6010,Palakkad,15450,16553,32486
5043,1262,12,2020-9-15,159,1563,Palakkad,8067,9329,6619
,903,,2020-8-15,162,928,Palakkad,11985,12888,
2830,766,3,2020-8-22,107,927,Palakkad,12921,13687,3761
6073,1736,26,2020-9-22,225,2295,Palakkad,6770,8506,8395
,29,,2020-3-18,9,0,Palakkad,280,309,
4105,601,4,2020-9-3,36,699,Palakkad,10132,10733,4809
,411,,2020-8-3,16,410,Palakkad,10347,10758,
,199,,2020-7-8,35,193,Palakkad,12057,12256,
,205,,2020-6-8,18,158,Palakkad,18590,18795,
,292,,2020-6-29,14,268,Palakkad,11066,11358,
,452,,2020-7-29,43,472,Palakkad,10040,10492,
,33,,2020-5-12,4,2,Palakkad,6281,6314,
,28,,2020-4-12,9,3,Palakkad,15578,15606,
,69,,2020-4-25,19,6,Palakkad,3432,3501,
,82,,2020-5-25,10,53,Palakkad,10677,10759,
,47,,2020-5-4,15,1,Palakkad,3005,3052,
39087,869,106,2020-12-17,80,4802,Palakkad,11617,12486,44002
,46,,2020-4-4,5,7,Palakkad,19279,19325,
15592,1314,48,2020-10-24,194,7919,Palakkad,16725,18039,23560
30791,1119,79,2020-11-24,131,5169,Palakkad,14792,15911,36042
43502,576,135,2021-1-2,72,4824,Palakkad,9056,9632,48468
47746,467,166,2021-1-23,62,5248,Palakkad,8872,9339,53168
45937,466,154,2021-1-14,45,4722,Palakkad,9033,9499,50820
36678,1015,83,2020-12-9,111,4778,Palakkad,13262,14277,41544
,297,,2020-6-30,13,277,Palakkad,11130,11427,
,477,,2020-7-30,69,440,Palakkad,9990,10467,
39797,826,116,2020-12-20,87,5084,Palakkad,11110,11936,45004
4405,518,4,2020-9-6,108,703,Palakkad,9860,10378,5113
11834,1683,40,2020-10-13,148,6745,Palakkad,16219,17902,18620
,454,,2020-8-6,49,525,Palakkad,10485,10939,
24605,1152,68,2020-11-13,120,6743,Palakkad,15380,16532,31418
3441,674,3,2020-8-27,96,887,Palakkad,12281,12955,4332
6989,1855,28,2020-9-27,204,3462,Palakkad,7202,9057,10480
4679,855,4,2020-9-10,167,1098,Palakkad,8376,9231,5782
,548,,2020-8-10,65,647,Palakkad,10982,11530,
22620,1171,59,2020-11-8,115,6875,Palakkad,15188,16359,29555
9748,1813,39,2020-10-8,215,5949,Palakkad,16429,18242,15737
45516,468,152,2021-1-11,51,4734,Palakkad,9208,9676,50409
48344,493,166,2021-1-26,44,5279,Palakkad,8876,9369,53797
44680,496,140,2021-1-7,49,4747,Palakkad,8551,9047,49574
37469,919,96,2020-12-12,98,4878,Palakkad,12771,13690,42449
14655,1261,48,2020-10-21,137,7403,Palakkad,16419,17680,22107
29339,1148,76,2020-11-21,124,5372,Palakkad,15472,16620,34790
,53,,2020-5-1,23,1,Palakkad,3023,3076,
,52,,2020-4-1,10,6,Palakkad,19986,20038,
,38,,2020-4-20,9,2,Palakkad,6992,7030,
,55,,2020-5-20,9,20,Palakkad,8477,8532,
,43,,2020-5-17,11,12,Palakkad,7263,7306,
,30,,2020-4-17,7,2,Palakkad,12047,12077,
,42,,2020-3-27,16,3,Palakkad,5324,5366,
,25,,2020-3-10,11,0,Palakkad,48,73,
,160,,2020-5-31,36,138,Palakkad,13643,13803,
,3,,2020-3-6,0,0,Palakkad,14,17,
42420,626,125,2020-12-29,79,4887,Palakkad,9733,10359,47439
,175,,2020-6-21,35,149,Palakkad,9401,9576,
,353,,2020-7-21,87,310,Palakkad,10818,11171,
,274,,2020-7-16,28,217,Palakkad,12226,12500,
,172,,2020-6-16,11,143,Palakkad,8808,8980,
7777,1780,38,2020-10-1,226,4560,Palakkad,10852,12632,12376
19090,1211,56,2020-11-1,147,7631,Palakkad,14712,15923,26778
52403,580,172,2021-2-6,49,3702,Palakkad,9397,9977,56286
32208,1178,82,2020-11-28,102,5429,Palakkad,14982,16160,37723
53244,507,172,2021-2-10,44,3499,Palakkad,10362,10869,56924
17388,1178,52,2020-10-28,148,7555,Palakkad,16478,17656,24996
,275,,2020-7-18,29,272,Palakkad,11477,11752,
,155,,2020-6-18,15,127,Palakkad,8871,9026,
35858,1044,83,2020-12-7,91,4928,Palakkad,13876,14920,40873
,49,,2020-5-2,11,1,Palakkad,3036,3085,
,52,,2020-4-2,8,6,Palakkad,19669,19721,
,36,,2020-5-14,5,6,Palakkad,5723,5759,
,36,,2020-4-14,15,2,Palakkad,14180,14216,
,51,,2020-4-23,21,6,Palakkad,3281,3332,
,54,,2020-5-23,14,44,Palakkad,9869,9923,
52847,541,172,2021-2-8,41,3519,Palakkad,9690,10231,56547
48159,494,166,2021-1-25,33,5205,Palakkad,8937,9431,53538
45743,446,153,2021-1-12,37,4707,Palakkad,9271,9717,50610
44066,505,136,2021-1-4,36,4612,Palakkad,8867,9372,48821
22162,2340,58,2020-11-6,244,6563,Palakkad,18236,20576,28784
4310,507,4,2020-9-5,66,636,Palakkad,9795,10302,4951
9004,1602,39,2020-10-6,147,5758,Palakkad,15043,16645,14802
,456,,2020-8-5,80,433,Palakkad,10188,10644,
,32,,2020-3-29,5,5,Palakkad,18805,18837,
,5,,2020-3-8,9,0,Palakkad,12,17,
4830,1222,8,2020-9-13,155,1469,Palakkad,8151,9373,6308
,819,,2020-8-13,183,861,Palakkad,11232,12051,
3200,566,3,2020-8-24,76,695,Palakkad,12949,13515,3899
6337,1867,26,2020-9-24,212,2662,Palakkad,6279,8146,9026
48667,521,166,2021-1-28,51,5377,Palakkad,8721,9242,54218
45066,453,148,2021-1-9,41,4837,Palakkad,9120,9573,50058
52151,579,172,2021-2-5,130,3719,Palakkad,9236,9815,56051
53724,471,173,2021-2-13,36,3547,Palakkad,10725,11196,57453
,58,,2020-5-19,11,13,Palakkad,8275,8333,
,34,,2020-4-19,8,2,Palakkad,8694,8728,
,296,,2020-7-15,17,265,Palakkad,11974,12270,
,188,,2020-6-15,14,146,Palakkad,8633,8821,
,186,,2020-6-22,18,154,Palakkad,9232,9418,
,377,,2020-7-22,49,325,Palakkad,10609,10986,
,212,,2020-7-3,12,191,Palakkad,11271,11483,
,182,,2020-6-3,10,148,Palakkad,15624,15806,
41740,703,120,2020-12-27,52,5114,Palakkad,10015,10718,46981
25089,1123,68,2020-11-14,152,6726,Palakkad,15495,16618,31885
12283,1540,40,2020-10-14,140,6660,Palakkad,16247,17787,18984
4559,641,4,2020-9-8,129,893,Palakkad,9144,9785,5457
,22,,2020-3-13,7,0,Palakkad,124,146,
,614,,2020-8-8,126,607,Palakkad,11189,11803,
,36,,2020-3-24,11,1,Palakkad,5478,5514,
,2,,2020-3-5,1,0,Palakkad,14,16,
38479,924,105,2020-12-15,79,4705,Palakkad,12138,13062,43295
31601,1213,82,2020-11-26,135,5194,Palakkad,15088,16301,36881
3608,728,3,2020-8-29,146,980,Palakkad,11686,12414,4592
7458,1705,30,2020-9-29,164,3743,Palakkad,8658,10363,11232
16465,1206,49,2020-10-26,111,7695,Palakkad,15765,16971,24210
40288,800,118,2020-12-22,75,5199,Palakkad,10844,11644,45612
23968,1172,63,2020-11-11,135,6513,Palakkad,14988,16160,30546
11005,1753,40,2020-10-11,140,6680,Palakkad,16302,18055,17726
3672,863,3,2020-8-30,135,961,Palakkad,11880,12743,4637
7664,1689,38,2020-9-30,194,4160,Palakkad,9900,11589,11863
,211,,2020-7-6,32,172,Palakkad,11820,12031,
,179,,2020-6-6,50,160,Palakkad,17449,17628,
,240,,2020-6-27,30,260,Palakkad,10090,10330,
,437,,2020-7-27,33,399,Palakkad,10242,10679,
,242,,2020-7-10,44,244,Palakkad,12395,12637,
,224,,2020-6-10,22,178,Palakkad,19607,19831,
54385,420,173,2021-2-16,38,3355,Palakkad,10793,11213,57922
,21,,2020-3-21,7,0,Palakkad,4089,4110,
,22,,2020-3-16,4,0,Palakkad,169,191,
36941,1004,89,2020-12-10,79,4720,Palakkad,13611,14615,41756
30348,1126,77,2020-11-23,123,5161,Palakkad,15193,16319,35589
15133,1272,48,2020-10-23,143,7921,Palakkad,16495,17767,23103
50782,549,171,2021-1-31,63,3982,Palakkad,9004,9553,54944
43228,561,133,2021-1-1,41,4860,Palakkad,8652,9213,48228
13664,1352,46,2020-10-18,195,7305,Palakkad,17263,18615,21016
46721,427,155,2021-1-17,44,4894,Palakkad,9117,9544,51778
27846,1090,73,2020-11-18,118,5322,Palakkad,15042,16132,33243
47304,447,156,2021-1-20,52,4941,Palakkad,8874,9321,52409
,56,,2020-4-26,4,6,Palakkad,3416,3472,
,86,,2020-5-26,11,81,Palakkad,11030,11116,
,41,,2020-5-11,12,1,Palakkad,5873,5914,
,33,,2020-4-11,7,3,Palakkad,16359,16392,
,44,,2020-3-30,16,5,Palakkad,20099,20143,
,45,,2020-5-7,9,1,Palakkad,2878,2923,
,31,,2020-4-7,6,7,Palakkad,18355,18386,
33892,1105,82,2020-12-2,103,5131,Palakkad,14619,15724,39109
39530,816,112,2020-12-19,53,5108,Palakkad,11226,12042,44757
20928,1201,57,2020-11-3,127,6509,Palakkad,14121,15322,27495
8184,1744,38,2020-10-3,230,5282,Palakkad,12554,14298,13505
2740,756,3,2020-8-21,101,832,Palakkad,13337,14093,3577
5838,1746,25,2020-9-21,172,2289,Palakkad,6831,8577,8153
5160,1363,18,2020-9-16,223,1660,Palakkad,7183,8546,6839
,873,,2020-8-16,81,850,Palakkad,12843,13716,
,456,,2020-7-31,47,409,Palakkad,9988,10444,
,539,,2020-8-7,124,614,Palakkad,11194,11733,
4500,598,4,2020-9-7,155,726,Palakkad,9601,10199,5231
6783,1892,26,2020-9-26,210,3182,Palakkad,6723,8615,9992
3385,634,3,2020-8-26,144,748,Palakkad,12936,13570,4137
,639,,2020-8-11,132,738,Palakkad,10939,11578,
4725,1004,5,2020-9-11,198,1160,Palakkad,7447,8451,5891
17956,1205,52,2020-10-29,155,7356,Palakkad,15678,16883,25365
32546,1180,82,2020-11-29,135,5485,Palakkad,15251,16431,38117
33521,1119,82,2020-12-1,128,5075,Palakkad,14765,15884,38682
,47,,2020-5-21,8,21,Palakkad,8943,8990,
,32,,2020-4-21,6,7,Palakkad,4942,4974,
,33,,2020-4-16,3,2,Palakkad,13026,13059,
,38,,2020-5-16,10,9,Palakkad,6822,6860,
42041,665,122,2020-12-28,41,5020,Palakkad,9877,10542,47190
45315,469,149,2021-1-10,22,4762,Palakkad,9297,9766,50233
48519,516,166,2021-1-27,68,5289,Palakkad,8771,9287,53982
44470,490,140,2021-1-6,55,4718,Palakkad,8587,9077,49335
10063,1808,39,2020-10-9,285,6306,Palakkad,16719,18527,16409
23049,1226,59,2020-11-9,147,6670,Palakkad,15106,16332,29780
,42,,2020-3-26,13,3,Palakkad,5873,5915,
,151,,2020-5-30,43,125,Palakkad,13234,13385,
,58,,2020-4-30,6,1,Palakkad,3100,3158,
,25,,2020-3-11,4,0,Palakkad,77,102,
,4,,2020-3-7,1,0,Palakkad,14,18,
28749,1126,73,2020-11-20,136,5487,Palakkad,15293,16419,34312
14282,1264,46,2020-10-20,101,7361,Palakkad,16864,18128,21690
37850,938,97,2020-12-13,141,4803,Palakkad,12561,13499,42756
36241,1030,83,2020-12-8,104,4872,Palakkad,13497,14527,41201
52655,552,172,2021-2-7,45,3609,Palakkad,9494,10046,56445
53386,507,172,2021-2-11,46,3584,Palakkad,10532,11039,57151
24267,1193,66,2020-11-12,120,6645,Palakkad,15144,16337,30980
11449,1716,40,2020-10-12,200,6524,Palakkad,15614,17330,18014
40023,840,117,2020-12-21,65,5162,Palakkad,10976,11816,45309
,311,,2020-7-20,56,295,Palakkad,10879,11190,
,159,,2020-6-20,18,135,Palakkad,9166,9325,
,156,,2020-6-17,14,124,Palakkad,8812,8968,
,260,,2020-7-17,42,248,Palakkad,11679,11939,
,172,,2020-6-1,16,138,Palakkad,14061,14233,
,294,,2020-7-1,17,283,Palakkad,11291,11585,
,847,,2020-8-19,69,851,Palakkad,13295,14142,
31140,1161,81,2020-11-25,151,5280,Palakkad,15038,16199,36505
,1,,2020-3-2,0,0,Palakkad,8,9,
16011,1289,48,2020-10-25,132,7874,Palakkad,15832,17121,23934
5522,1610,21,2020-9-19,197,2153,Palakkad,7271,8881,7697
38810,884,106,2020-12-16,56,4774,Palakkad,11790,12674,43696
,22,,2020-3-14,5,0,Palakkad,132,154,
,27,,2020-3-23,8,0,Palakkad,5135,5162,
,108,,2020-5-29,18,117,Palakkad,12869,12977,
,63,,2020-4-29,15,6,Palakkad,3190,3253,
,36,,2020-4-8,12,7,Palakkad,17418,17454,
,42,,2020-5-8,5,1,Palakkad,3728,3770,
27222,1081,73,2020-11-17,120,5569,Palakkad,14841,15922,32866
,194,,2020-6-4,16,141,Palakkad,16337,16531,
13389,1351,40,2020-10-17,143,7244,Palakkad,16897,18248,20674
,187,,2020-7-4,25,176,Palakkad,11622,11809,
40916,758,120,2020-12-24,81,5249,Palakkad,10707,11465,46292
,218,,2020-6-12,19,177,Palakkad,20961,21179,
,312,,2020-7-12,47,328,Palakkad,12730,13042,
,392,,2020-7-25,36,335,Palakkad,10169,10561,
,226,,2020-6-25,31,214,Palakkad,9352,9578,
46907,440,156,2021-1-18,48,4859,Palakkad,9263,9703,51930
54026,455,173,2021-2-14,54,3414,Palakkad,10737,11192,57622
51405,526,171,2021-2-2,64,3755,Palakkad,9277,9803,55340
,837,,2020-8-14,120,948,Palakkad,11492,12329,
4923,1222,11,2020-9-14,99,1548,Palakkad,8442,9664,6483
42982,576,133,2020-12-31,54,4880,Palakkad,9480,10056,48002
6223,1776,26,2020-9-23,188,2423,Palakkad,5987,7763,8673
3080,629,3,2020-8-23,105,716,Palakkad,13314,13943,3800
,460,,2020-8-2,59,420,Palakkad,10066,10526,
4037,635,3,2020-9-2,24,710,Palakkad,10225,10860,4751
,26,,2020-3-19,4,0,Palakkad,466,492,
21835,14219,59,2020-11-5,118,6425,Palakkad,1187,15406,28320
8728,1688,39,2020-10-5,194,5514,Palakkad,14023,15711,14282
43808,518,135,2021-1-3,40,4736,Palakkad,9038,9556,48686
46282,456,154,2021-1-15,46,4810,Palakkad,8962,9418,51254
18242,1188,52,2020-10-30,114,7552,Palakkad,15313,16501,25847
,204,,2020-6-9,6,172,Palakkad,19183,19387,
,209,,2020-7-9,37,226,Palakkad,12401,12610,
33028,1132,82,2020-11-30,128,5245,Palakkad,14659,15791,38359
34733,1027,82,2020-12-4,111,5112,Palakkad,13968,14995,39931
,488,,2020-7-28,75,445,Palakkad,10171,10659,
,285,,2020-6-28,45,261,Palakkad,10746,11031,
,33,,2020-4-13,9,4,Palakkad,14754,14787,
,35,,2020-5-13,8,4,Palakkad,6645,6680,
,74,,2020-5-24,30,48,Palakkad,10298,10372,
,73,,2020-4-24,30,6,Palakkad,3441,3514,
,29,,2020-4-5,6,7,Palakkad,18502,18531,
,45,,2020-5-5,8,1,Palakkad,3059,3104,
62105,1322,304,2020-12-18,140,5850,Thrissur,22125,23447,68266
82878,950,394,2021-2-1,105,4524,Thrissur,21981,22931,87810
3007,1271,13,2020-8-31,105,1444,Thrissur,9101,10372,4466
8563,2855,55,2020-10-2,363,6437,Thrissur,9947,12802,15058
,118,,2020-6-7,21,89,Thrissur,18031,18149,
31075,2620,129,2020-11-2,346,9928,Thrissur,23837,26457,41136
,220,,2020-7-7,20,193,Thrissur,17376,17596,
,422,,2020-7-26,47,394,Thrissur,13512,13934,
,159,,2020-6-26,16,126,Thrissur,16899,17058,
,169,,2020-6-11,19,140,Thrissur,20505,20674,
,229,,2020-7-11,29,212,Thrissur,14805,15034,
81871,951,393,2021-1-30,116,4892,Thrissur,21443,22394,87169
45448,1873,192,2020-11-19,211,7741,Thrissur,26406,28279,53386
19884,2135,77,2020-10-19,351,8570,Thrissur,14961,17096,28535
54303,1685,254,2020-12-3,212,6440,Thrissur,25265,26950,61003
,5,,2020-3-1,1,0,Thrissur,39,44,
,29,,2020-3-20,9,1,Thrissur,3357,3386,
,38,,2020-3-17,7,1,Thrissur,2258,2296,
22017,2216,90,2020-10-22,344,9113,Thrissur,16068,18284,31224
47348,1800,206,2020-11-22,195,7506,Thrissur,26711,28511,55065
58411,1514,289,2020-12-11,126,5941,Thrissur,22733,24247,64648
,53,,2020-5-27,14,18,Thrissur,9849,9902,
,19,,2020-4-27,1,0,Thrissur,867,886,
,47,,2020-3-31,8,6,Thrissur,20541,20588,
,24,,2020-4-10,4,6,Thrissur,15169,15193,
,17,,2020-5-10,5,2,Thrissur,1482,1499,
,39,,2020-4-6,4,9,Thrissur,14677,14716,
,12,,2020-5-6,1,0,Thrissur,676,688,
75543,939,359,2021-1-16,127,5319,Thrissur,23398,24337,81231
77754,935,371,2021-1-21,118,4989,Thrissur,21906,22841,83124
5778,1659,38,2020-9-20,228,2866,Thrissur,9879,11538,8680
1993,755,9,2020-8-20,78,759,Thrissur,8349,9104,2763
,623,,2020-8-17,148,598,Thrissur,8512,9135,
5235,1453,31,2020-9-17,172,2413,Thrissur,9677,11130,7681
12058,2507,60,2020-10-10,320,8985,Thrissur,12079,14586,21107
38255,2275,161,2020-11-10,215,9182,Thrissur,25390,27665,47603
64442,1334,312,2020-12-23,176,6138,Thrissur,21958,23292,70900
,534,,2020-8-1,68,489,Thrissur,12745,13279,
3127,1270,13,2020-9-1,140,1457,Thrissur,8822,10092,4599
86645,887,403,2021-2-9,134,4423,Thrissur,21739,22626,91485
79012,938,379,2021-1-24,127,5106,Thrissur,21283,22221,84508
74348,943,356,2021-1-13,107,5151,Thrissur,23800,24743,79865
70826,1086,340,2021-1-5,96,5434,Thrissur,22445,23531,76609
,173,,2020-6-19,13,120,Thrissur,13088,13261,
,294,,2020-7-19,31,306,Thrissur,13662,13956,
,40,,2020-4-3,11,10,Thrissur,14033,14073,
25746,2394,104,2020-10-27,360,9697,Thrissur,18173,20567,35551
50992,1695,228,2020-11-27,231,6424,Thrissur,26510,28205,57649
,13,,2020-5-3,3,0,Thrissur,934,947,
59832,1432,296,2020-12-14,177,5747,Thrissur,22637,24069,65882
,10,,2020-4-15,1,1,Thrissur,8138,8148,
,25,,2020-5-15,5,2,Thrissur,4333,4358,
,43,,2020-5-22,8,16,Thrissur,7388,7431,
,5,,2020-4-22,0,0,Thrissur,870,875,
15559,2423,64,2020-10-15,249,9595,Thrissur,12037,14460,25222
42449,2107,178,2020-11-15,224,8525,Thrissur,26208,28315,51157
65719,1253,315,2020-12-26,112,6200,Thrissur,21038,22291,72242
,567,,2020-8-4,87,544,Thrissur,11411,11978,
3512,1374,15,2020-9-4,166,1488,Thrissur,9175,10549,5017
,37,,2020-3-28,14,4,Thrissur,14700,14737,
